Sequence_identifier,_NormalizedVDWVC2,_PolarizabilityC2,_PolarizabilityC3,_ChargeC1,_PolarizabilityC1,_SecondaryStrC2,_SecondaryStrC3,_NormalizedVDWVC3,_SecondaryStrC1,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_NormalizedVDWVC1,_HydrophobicityC3,_HydrophobicityC1,_ChargeC3,_PolarityC2,_PolarityC1,_HydrophobicityC2,_PolarityC3,_ChargeC2
4182,0.381,0.44,0.274,0.113,0.286,0.311,0.255,0.274,0.434,0.425,0.333,0.242,0.333,0.333,0.333,0.129,0.211,0.371,0.333,0.132,0.758
4183,0.382,0.447,0.242,0.104,0.311,0.294,0.257,0.242,0.449,0.463,0.3,0.237,0.355,0.332,0.3,0.113,0.189,0.373,0.368,0.127,0.783
4184,0.269,0.298,0.263,0.082,0.439,0.345,0.327,0.263,0.327,0.433,0.251,0.316,0.462,0.234,0.251,0.082,0.146,0.327,0.515,0.088,0.836
4185,0.406,0.432,0.227,0.092,0.341,0.319,0.245,0.227,0.437,0.485,0.31,0.205,0.362,0.341,0.31,0.14,0.175,0.376,0.349,0.109,0.769
4186,0.349,0.408,0.209,0.108,0.383,0.287,0.265,0.209,0.447,0.459,0.29,0.251,0.442,0.302,0.29,0.113,0.182,0.322,0.408,0.113,0.779
4187,0.358,0.424,0.199,0.079,0.377,0.252,0.338,0.199,0.411,0.497,0.272,0.232,0.437,0.331,0.272,0.119,0.172,0.344,0.397,0.106,0.801
4188,0.429,0.446,0.232,0.161,0.321,0.348,0.214,0.232,0.438,0.482,0.375,0.143,0.339,0.33,0.375,0.152,0.17,0.348,0.295,0.161,0.688
4189,0.411,0.446,0.241,0.152,0.313,0.321,0.25,0.241,0.429,0.482,0.357,0.161,0.348,0.348,0.357,0.161,0.179,0.357,0.295,0.152,0.688
4190,0.313,0.362,0.249,0.097,0.389,0.301,0.337,0.249,0.362,0.426,0.286,0.289,0.429,0.286,0.286,0.079,0.173,0.337,0.429,0.1,0.824
4191,0.377,0.407,0.272,0.144,0.32,0.275,0.281,0.272,0.443,0.413,0.371,0.216,0.35,0.29,0.371,0.129,0.204,0.32,0.338,0.156,0.728
4192,0.402,0.428,0.323,0.154,0.249,0.323,0.274,0.323,0.404,0.379,0.4,0.221,0.268,0.32,0.4,0.134,0.201,0.369,0.28,0.181,0.712
4193,0.419,0.473,0.282,0.12,0.245,0.34,0.307,0.282,0.353,0.394,0.373,0.232,0.282,0.349,0.373,0.141,0.216,0.39,0.278,0.149,0.739
4194,0.411,0.481,0.186,0.093,0.333,0.349,0.248,0.186,0.403,0.481,0.302,0.217,0.388,0.341,0.302,0.116,0.202,0.364,0.357,0.101,0.791
4195,0.301,0.356,0.273,0.12,0.37,0.338,0.296,0.273,0.366,0.412,0.31,0.278,0.412,0.273,0.31,0.12,0.171,0.324,0.417,0.134,0.759
4196,0.355,0.408,0.266,0.118,0.326,0.273,0.278,0.266,0.448,0.391,0.353,0.257,0.376,0.29,0.353,0.156,0.211,0.333,0.357,0.129,0.727
4197,0.329,0.385,0.316,0.159,0.299,0.329,0.269,0.316,0.402,0.399,0.359,0.243,0.342,0.312,0.359,0.143,0.169,0.359,0.329,0.173,0.698
4198,0.336,0.372,0.264,0.144,0.364,0.304,0.292,0.264,0.404,0.472,0.344,0.184,0.396,0.296,0.344,0.108,0.168,0.32,0.36,0.148,0.748
4199,0.363,0.409,0.258,0.096,0.333,0.312,0.309,0.258,0.379,0.404,0.351,0.246,0.365,0.286,0.351,0.135,0.207,0.354,0.363,0.105,0.768
4200,0.4,0.425,0.28,0.153,0.295,0.281,0.314,0.28,0.404,0.356,0.416,0.228,0.32,0.274,0.416,0.142,0.21,0.329,0.31,0.166,0.705
4201,0.4,0.425,0.278,0.151,0.296,0.281,0.317,0.278,0.401,0.358,0.415,0.228,0.322,0.274,0.415,0.141,0.21,0.329,0.311,0.165,0.708
4202,0.335,0.373,0.28,0.137,0.348,0.317,0.292,0.28,0.391,0.441,0.342,0.217,0.36,0.292,0.342,0.13,0.143,0.348,0.366,0.161,0.733
4203,0.404,0.43,0.222,0.144,0.348,0.263,0.289,0.222,0.448,0.419,0.385,0.196,0.363,0.304,0.385,0.159,0.178,0.326,0.311,0.148,0.696
4204,0.327,0.398,0.262,0.104,0.34,0.304,0.291,0.262,0.404,0.413,0.307,0.28,0.404,0.296,0.307,0.133,0.198,0.336,0.398,0.127,0.762
4205,0.396,0.442,0.208,0.094,0.35,0.26,0.27,0.208,0.47,0.482,0.304,0.214,0.389,0.307,0.304,0.12,0.193,0.336,0.389,0.122,0.786
4206,0.356,0.462,0.192,0.096,0.346,0.192,0.269,0.192,0.538,0.529,0.25,0.221,0.433,0.327,0.25,0.096,0.212,0.327,0.423,0.115,0.808
4207,0.406,0.457,0.252,0.132,0.291,0.286,0.252,0.252,0.462,0.397,0.368,0.235,0.342,0.312,0.368,0.179,0.205,0.355,0.321,0.15,0.688
4208,0.429,0.468,0.234,0.071,0.299,0.247,0.279,0.234,0.474,0.455,0.305,0.24,0.331,0.318,0.305,0.104,0.221,0.357,0.377,0.123,0.825
4209,0.384,0.419,0.251,0.136,0.33,0.287,0.283,0.251,0.43,0.459,0.376,0.165,0.358,0.319,0.376,0.143,0.176,0.344,0.305,0.151,0.72
4210,0.353,0.396,0.263,0.141,0.341,0.29,0.29,0.263,0.42,0.408,0.329,0.263,0.384,0.31,0.329,0.11,0.173,0.345,0.361,0.141,0.749
4211,0.379,0.404,0.302,0.136,0.294,0.362,0.306,0.302,0.332,0.357,0.366,0.277,0.315,0.306,0.366,0.128,0.166,0.379,0.328,0.162,0.736
4212,0.333,0.378,0.185,0.064,0.437,0.292,0.35,0.185,0.358,0.424,0.276,0.3,0.47,0.279,0.276,0.111,0.172,0.307,0.446,0.084,0.825
4213,0.387,0.439,0.191,0.069,0.37,0.335,0.312,0.191,0.353,0.434,0.254,0.312,0.405,0.312,0.254,0.046,0.191,0.347,0.434,0.092,0.884
4214,0.333,0.385,0.227,0.07,0.388,0.357,0.318,0.227,0.326,0.434,0.289,0.276,0.429,0.3,0.289,0.127,0.194,0.344,0.411,0.075,0.804
4215,0.334,0.378,0.236,0.1,0.387,0.293,0.304,0.236,0.402,0.434,0.306,0.26,0.425,0.274,0.306,0.128,0.178,0.302,0.42,0.134,0.772
4216,0.342,0.406,0.21,0.087,0.384,0.268,0.306,0.21,0.426,0.51,0.268,0.223,0.426,0.31,0.268,0.116,0.155,0.332,0.423,0.129,0.797
4217,0.375,0.418,0.26,0.101,0.322,0.298,0.24,0.26,0.462,0.466,0.322,0.212,0.356,0.327,0.322,0.12,0.197,0.365,0.351,0.115,0.779
4218,0.393,0.431,0.285,0.135,0.285,0.292,0.251,0.285,0.457,0.476,0.33,0.195,0.318,0.371,0.33,0.131,0.165,0.404,0.3,0.146,0.734
4219,0.404,0.449,0.27,0.096,0.281,0.301,0.284,0.27,0.416,0.39,0.348,0.261,0.326,0.317,0.348,0.152,0.233,0.379,0.334,0.107,0.753
4220,0.335,0.401,0.235,0.107,0.364,0.244,0.316,0.235,0.44,0.47,0.288,0.242,0.415,0.318,0.288,0.123,0.168,0.337,0.394,0.131,0.77
4221,0.348,0.387,0.22,0.093,0.392,0.325,0.318,0.22,0.357,0.399,0.325,0.276,0.422,0.265,0.325,0.135,0.195,0.304,0.411,0.109,0.773
4222,0.407,0.46,0.224,0.116,0.316,0.264,0.259,0.224,0.476,0.456,0.348,0.195,0.36,0.315,0.348,0.141,0.215,0.343,0.337,0.125,0.742
4223,0.443,0.484,0.246,0.139,0.27,0.311,0.197,0.246,0.492,0.459,0.377,0.164,0.27,0.352,0.377,0.139,0.172,0.385,0.27,0.172,0.721
4224,0.372,0.432,0.299,0.12,0.269,0.299,0.286,0.299,0.415,0.385,0.355,0.261,0.321,0.308,0.355,0.124,0.222,0.368,0.338,0.141,0.756
4225,0.388,0.435,0.211,0.095,0.354,0.309,0.303,0.211,0.388,0.441,0.298,0.261,0.398,0.322,0.298,0.103,0.177,0.361,0.38,0.108,0.802
4226,0.417,0.478,0.203,0.14,0.319,0.128,0.378,0.203,0.494,0.354,0.486,0.159,0.38,0.187,0.486,0.156,0.333,0.199,0.327,0.15,0.705
4227,0.338,0.376,0.227,0.071,0.398,0.332,0.356,0.227,0.312,0.431,0.28,0.289,0.435,0.277,0.28,0.085,0.185,0.33,0.444,0.088,0.844
4228,0.322,0.35,0.311,0.12,0.339,0.304,0.279,0.311,0.417,0.403,0.35,0.247,0.367,0.258,0.35,0.12,0.187,0.322,0.392,0.152,0.76
4229,0.308,0.355,0.216,0.09,0.429,0.268,0.339,0.216,0.393,0.464,0.329,0.206,0.46,0.263,0.329,0.14,0.18,0.299,0.408,0.092,0.77
4230,0.336,0.363,0.347,0.16,0.29,0.321,0.233,0.347,0.447,0.397,0.351,0.252,0.309,0.313,0.351,0.122,0.16,0.363,0.336,0.187,0.718
4231,0.306,0.356,0.206,0.087,0.438,0.344,0.313,0.206,0.344,0.456,0.275,0.269,0.475,0.275,0.275,0.081,0.163,0.306,0.45,0.094,0.831
4232,0.342,0.385,0.238,0.131,0.377,0.262,0.273,0.238,0.465,0.462,0.342,0.196,0.412,0.281,0.342,0.135,0.177,0.312,0.377,0.135,0.735
4233,0.333,0.373,0.249,0.113,0.379,0.305,0.277,0.249,0.418,0.452,0.288,0.26,0.418,0.305,0.288,0.096,0.164,0.333,0.407,0.124,0.791
4234,0.372,0.434,0.293,0.141,0.273,0.293,0.225,0.293,0.482,0.427,0.331,0.242,0.333,0.329,0.331,0.151,0.201,0.369,0.341,0.156,0.707
4235,0.286,0.352,0.209,0.132,0.44,0.33,0.198,0.209,0.473,0.516,0.242,0.242,0.484,0.308,0.242,0.077,0.11,0.319,0.451,0.132,0.791
4236,0.359,0.389,0.245,0.102,0.366,0.315,0.289,0.245,0.396,0.461,0.286,0.254,0.396,0.326,0.286,0.09,0.158,0.368,0.388,0.108,0.808
4237,0.409,0.449,0.259,0.15,0.292,0.248,0.245,0.259,0.507,0.423,0.376,0.201,0.328,0.288,0.376,0.142,0.212,0.332,0.336,0.164,0.708
4238,0.209,0.308,0.319,0.165,0.374,0.264,0.22,0.319,0.516,0.462,0.286,0.253,0.407,0.275,0.286,0.088,0.121,0.275,0.44,0.231,0.747
4239,0.368,0.43,0.183,0.076,0.388,0.275,0.309,0.183,0.416,0.48,0.284,0.236,0.43,0.309,0.284,0.126,0.177,0.334,0.407,0.101,0.798
4240,0.388,0.405,0.285,0.132,0.31,0.335,0.343,0.285,0.322,0.372,0.388,0.24,0.322,0.285,0.388,0.128,0.19,0.347,0.326,0.153,0.74
4241,0.315,0.379,0.26,0.104,0.361,0.306,0.339,0.26,0.355,0.428,0.281,0.291,0.413,0.318,0.281,0.119,0.156,0.364,0.401,0.119,0.777
4242,0.328,0.377,0.342,0.15,0.281,0.316,0.262,0.342,0.422,0.405,0.356,0.239,0.316,0.316,0.356,0.122,0.169,0.382,0.328,0.169,0.728
4243,0.379,0.429,0.255,0.116,0.316,0.266,0.258,0.255,0.476,0.411,0.342,0.247,0.366,0.295,0.342,0.153,0.205,0.324,0.363,0.155,0.732
4244,0.396,0.454,0.204,0.123,0.342,0.246,0.262,0.204,0.492,0.462,0.331,0.208,0.4,0.292,0.331,0.119,0.2,0.319,0.377,0.138,0.758
4245,0.282,0.325,0.197,0.077,0.479,0.248,0.248,0.197,0.504,0.573,0.248,0.179,0.504,0.256,0.248,0.077,0.145,0.291,0.496,0.085,0.846
4246,0.388,0.43,0.271,0.135,0.299,0.269,0.283,0.271,0.448,0.424,0.368,0.208,0.339,0.295,0.368,0.145,0.208,0.349,0.337,0.145,0.721
4247,0.394,0.423,0.236,0.134,0.341,0.337,0.276,0.236,0.386,0.496,0.321,0.183,0.37,0.378,0.321,0.159,0.122,0.402,0.301,0.134,0.707
4248,0.443,0.504,0.26,0.122,0.237,0.267,0.191,0.26,0.542,0.435,0.313,0.252,0.298,0.351,0.313,0.145,0.221,0.397,0.336,0.145,0.733
4249,0.337,0.394,0.231,0.135,0.375,0.192,0.231,0.231,0.577,0.538,0.298,0.163,0.413,0.317,0.298,0.096,0.144,0.327,0.385,0.154,0.769
4250,0.351,0.387,0.298,0.182,0.315,0.278,0.248,0.298,0.474,0.401,0.407,0.192,0.348,0.268,0.407,0.149,0.179,0.318,0.325,0.189,0.669
4251,0.347,0.406,0.248,0.092,0.345,0.318,0.277,0.248,0.405,0.415,0.302,0.282,0.39,0.273,0.302,0.104,0.207,0.338,0.424,0.11,0.804
4252,0.432,0.477,0.235,0.109,0.288,0.267,0.257,0.235,0.475,0.432,0.319,0.249,0.329,0.354,0.319,0.132,0.198,0.385,0.327,0.13,0.759
4253,0.434,0.473,0.205,0.108,0.322,0.274,0.295,0.205,0.431,0.461,0.364,0.175,0.358,0.316,0.364,0.139,0.217,0.349,0.319,0.111,0.753
4254,0.348,0.451,0.225,0.098,0.324,0.262,0.287,0.225,0.451,0.451,0.287,0.262,0.377,0.307,0.287,0.098,0.189,0.34,0.406,0.148,0.803
4255,0.346,0.393,0.246,0.118,0.36,0.199,0.299,0.246,0.502,0.445,0.289,0.265,0.398,0.318,0.289,0.081,0.152,0.346,0.393,0.142,0.801
4256,0.434,0.504,0.271,0.116,0.225,0.256,0.24,0.271,0.504,0.45,0.372,0.178,0.295,0.333,0.372,0.171,0.295,0.341,0.295,0.14,0.713
4257,0.288,0.323,0.241,0.047,0.437,0.272,0.386,0.241,0.342,0.332,0.301,0.367,0.468,0.149,0.301,0.066,0.231,0.237,0.551,0.095,0.886
4258,0.282,0.316,0.241,0.047,0.443,0.272,0.389,0.241,0.339,0.326,0.301,0.373,0.475,0.142,0.301,0.066,0.231,0.231,0.557,0.095,0.886
4259,0.395,0.448,0.216,0.072,0.336,0.31,0.264,0.216,0.426,0.528,0.23,0.242,0.374,0.393,0.23,0.084,0.153,0.423,0.376,0.088,0.843
4260,0.387,0.411,0.171,0.116,0.418,0.25,0.281,0.171,0.469,0.524,0.308,0.168,0.442,0.301,0.308,0.116,0.154,0.305,0.39,0.123,0.767
4261,0.352,0.408,0.316,0.153,0.276,0.291,0.255,0.316,0.454,0.408,0.337,0.255,0.327,0.327,0.337,0.158,0.189,0.357,0.337,0.179,0.689
4262,0.35,0.411,0.298,0.125,0.291,0.302,0.283,0.298,0.414,0.42,0.352,0.228,0.352,0.302,0.352,0.116,0.224,0.346,0.346,0.139,0.759
4263,0.354,0.396,0.235,0.127,0.369,0.265,0.285,0.235,0.45,0.45,0.346,0.204,0.404,0.285,0.346,0.138,0.185,0.315,0.369,0.131,0.735
4264,0.377,0.438,0.259,0.108,0.302,0.272,0.278,0.259,0.451,0.423,0.318,0.259,0.364,0.315,0.318,0.139,0.216,0.364,0.367,0.117,0.753
4265,0.329,0.387,0.248,0.116,0.366,0.334,0.315,0.248,0.351,0.353,0.334,0.313,0.424,0.262,0.334,0.12,0.197,0.309,0.404,0.128,0.764
4266,0.177,0.277,0.331,0.169,0.392,0.223,0.254,0.331,0.523,0.431,0.3,0.269,0.431,0.246,0.3,0.092,0.1,0.269,0.454,0.238,0.738
4267,0.315,0.348,0.27,0.101,0.382,0.303,0.27,0.27,0.427,0.427,0.315,0.258,0.393,0.326,0.315,0.112,0.169,0.348,0.36,0.101,0.787
4268,0.336,0.367,0.172,0.07,0.462,0.29,0.36,0.172,0.35,0.436,0.276,0.288,0.487,0.241,0.276,0.102,0.169,0.288,0.483,0.081,0.828
4269,0.344,0.395,0.253,0.113,0.352,0.318,0.327,0.253,0.355,0.412,0.331,0.257,0.386,0.28,0.331,0.11,0.191,0.327,0.389,0.13,0.777
4270,0.44,0.461,0.158,0.059,0.381,0.263,0.303,0.158,0.433,0.467,0.344,0.189,0.399,0.313,0.344,0.173,0.226,0.328,0.344,0.065,0.768
4271,0.404,0.442,0.224,0.099,0.334,0.32,0.323,0.224,0.358,0.416,0.337,0.247,0.363,0.314,0.337,0.128,0.192,0.36,0.349,0.113,0.773
4272,0.329,0.367,0.229,0.143,0.404,0.298,0.282,0.229,0.42,0.431,0.361,0.208,0.439,0.249,0.361,0.149,0.178,0.267,0.39,0.151,0.708
4273,0.313,0.356,0.269,0.096,0.376,0.298,0.315,0.269,0.387,0.404,0.319,0.278,0.407,0.267,0.319,0.117,0.193,0.33,0.415,0.102,0.787
4274,0.23,0.255,0.179,0.094,0.567,0.342,0.294,0.179,0.364,0.406,0.258,0.336,0.591,0.188,0.258,0.112,0.115,0.221,0.555,0.097,0.794
4275,0.399,0.427,0.242,0.105,0.331,0.339,0.29,0.242,0.371,0.452,0.302,0.246,0.347,0.335,0.302,0.109,0.165,0.375,0.363,0.129,0.786
4276,0.417,0.433,0.356,0.133,0.211,0.289,0.244,0.356,0.467,0.417,0.361,0.222,0.228,0.339,0.361,0.122,0.206,0.406,0.3,0.178,0.744
4277,0.323,0.387,0.238,0.094,0.375,0.287,0.282,0.238,0.431,0.46,0.302,0.238,0.419,0.305,0.302,0.141,0.176,0.337,0.393,0.111,0.765
4278,0.37,0.431,0.277,0.109,0.291,0.289,0.285,0.277,0.426,0.431,0.332,0.236,0.34,0.32,0.332,0.135,0.218,0.361,0.348,0.13,0.756
4279,0.303,0.377,0.241,0.101,0.383,0.268,0.301,0.241,0.43,0.472,0.271,0.257,0.449,0.278,0.271,0.101,0.183,0.317,0.451,0.117,0.797
4280,0.354,0.404,0.262,0.11,0.334,0.316,0.341,0.262,0.343,0.385,0.339,0.275,0.378,0.27,0.339,0.108,0.222,0.321,0.391,0.123,0.782
4281,0.378,0.444,0.263,0.113,0.294,0.263,0.25,0.263,0.487,0.428,0.313,0.259,0.341,0.331,0.313,0.147,0.197,0.375,0.356,0.134,0.741
4282,0.341,0.413,0.263,0.099,0.323,0.246,0.296,0.263,0.458,0.482,0.302,0.216,0.38,0.344,0.302,0.123,0.192,0.356,0.353,0.129,0.778
4283,0.358,0.421,0.27,0.106,0.309,0.281,0.301,0.27,0.418,0.403,0.332,0.265,0.369,0.291,0.332,0.153,0.221,0.327,0.377,0.143,0.74
4284,0.396,0.476,0.231,0.117,0.294,0.228,0.247,0.231,0.524,0.441,0.343,0.217,0.357,0.305,0.343,0.117,0.235,0.329,0.352,0.142,0.767
4285,0.333,0.388,0.262,0.105,0.35,0.274,0.266,0.262,0.46,0.443,0.291,0.266,0.388,0.308,0.291,0.105,0.16,0.346,0.401,0.143,0.789
4286,0.362,0.422,0.28,0.122,0.298,0.308,0.304,0.28,0.387,0.391,0.342,0.267,0.358,0.302,0.342,0.12,0.222,0.348,0.356,0.133,0.758
4287,0.253,0.339,0.19,0.057,0.47,0.301,0.379,0.19,0.32,0.445,0.266,0.289,0.538,0.226,0.266,0.123,0.186,0.267,0.508,0.077,0.82
4288,0.307,0.355,0.284,0.117,0.362,0.303,0.332,0.284,0.365,0.412,0.323,0.264,0.408,0.276,0.323,0.12,0.182,0.319,0.4,0.137,0.764
4289,0.327,0.376,0.273,0.103,0.351,0.333,0.341,0.273,0.326,0.403,0.314,0.282,0.398,0.294,0.314,0.123,0.186,0.346,0.391,0.118,0.773
4290,0.433,0.498,0.195,0.101,0.307,0.329,0.245,0.195,0.426,0.473,0.289,0.238,0.354,0.343,0.289,0.105,0.206,0.372,0.368,0.116,0.794
4291,0.388,0.405,0.371,0.259,0.224,0.216,0.216,0.371,0.569,0.319,0.474,0.207,0.241,0.267,0.474,0.112,0.198,0.302,0.259,0.276,0.629
4292,0.387,0.427,0.243,0.129,0.33,0.312,0.32,0.243,0.367,0.373,0.374,0.253,0.37,0.262,0.374,0.124,0.221,0.307,0.364,0.142,0.747
4293,0.341,0.398,0.221,0.104,0.382,0.237,0.281,0.221,0.482,0.45,0.301,0.249,0.426,0.261,0.301,0.088,0.197,0.293,0.438,0.129,0.807
4294,0.324,0.349,0.269,0.126,0.382,0.252,0.261,0.269,0.487,0.399,0.357,0.244,0.403,0.206,0.357,0.16,0.185,0.286,0.437,0.147,0.714
4295,0.478,0.53,0.216,0.097,0.254,0.284,0.246,0.216,0.47,0.396,0.343,0.261,0.306,0.328,0.343,0.134,0.261,0.343,0.328,0.142,0.769
4296,0.352,0.381,0.278,0.15,0.341,0.264,0.271,0.278,0.465,0.37,0.403,0.227,0.366,0.231,0.403,0.158,0.216,0.286,0.366,0.158,0.692
4297,0.355,0.417,0.159,0.062,0.424,0.308,0.351,0.159,0.341,0.524,0.235,0.242,0.481,0.31,0.235,0.109,0.147,0.348,0.455,0.081,0.829
4298,0.35,0.393,0.212,0.11,0.395,0.244,0.328,0.212,0.428,0.426,0.301,0.273,0.438,0.283,0.301,0.13,0.165,0.312,0.415,0.128,0.76
4299,0.351,0.393,0.301,0.142,0.305,0.331,0.276,0.301,0.393,0.444,0.318,0.238,0.343,0.318,0.318,0.105,0.163,0.356,0.364,0.176,0.753
4300,0.378,0.424,0.245,0.105,0.331,0.31,0.235,0.245,0.455,0.483,0.322,0.195,0.368,0.316,0.322,0.133,0.195,0.359,0.362,0.115,0.762
4301,0.308,0.322,0.214,0.094,0.464,0.256,0.353,0.214,0.39,0.519,0.265,0.217,0.479,0.259,0.265,0.08,0.128,0.305,0.476,0.103,0.826
4302,0.369,0.384,0.265,0.118,0.351,0.22,0.239,0.265,0.541,0.443,0.365,0.192,0.363,0.241,0.365,0.116,0.22,0.302,0.394,0.127,0.765
4303,0.349,0.417,0.243,0.091,0.341,0.293,0.341,0.243,0.367,0.425,0.31,0.265,0.396,0.308,0.31,0.114,0.205,0.346,0.382,0.108,0.795
4304,0.298,0.321,0.263,0.09,0.417,0.304,0.362,0.263,0.333,0.394,0.298,0.308,0.439,0.24,0.298,0.103,0.167,0.308,0.462,0.109,0.808
4305,0.355,0.445,0.244,0.15,0.311,0.242,0.294,0.244,0.464,0.352,0.362,0.287,0.392,0.253,0.362,0.135,0.251,0.268,0.386,0.171,0.715
4306,0.393,0.42,0.28,0.128,0.3,0.307,0.276,0.28,0.416,0.362,0.377,0.261,0.319,0.276,0.377,0.125,0.202,0.346,0.346,0.152,0.747
4307,0.332,0.393,0.214,0.092,0.393,0.286,0.329,0.214,0.384,0.454,0.298,0.249,0.448,0.254,0.298,0.101,0.197,0.303,0.448,0.107,0.806
4308,0.375,0.414,0.274,0.115,0.313,0.269,0.262,0.274,0.47,0.409,0.34,0.252,0.348,0.297,0.34,0.123,0.208,0.348,0.363,0.132,0.762
4309,0.338,0.376,0.231,0.065,0.393,0.372,0.354,0.231,0.275,0.411,0.266,0.323,0.43,0.289,0.266,0.082,0.177,0.349,0.445,0.08,0.854
4310,0.356,0.425,0.312,0.142,0.263,0.263,0.263,0.312,0.474,0.389,0.356,0.255,0.324,0.275,0.356,0.113,0.231,0.312,0.368,0.194,0.745
4311,0.378,0.435,0.276,0.146,0.289,0.284,0.271,0.276,0.445,0.451,0.37,0.18,0.336,0.326,0.37,0.135,0.206,0.352,0.305,0.154,0.719
4312,0.316,0.358,0.296,0.109,0.346,0.294,0.274,0.296,0.432,0.373,0.319,0.309,0.38,0.277,0.319,0.128,0.188,0.336,0.405,0.131,0.763
4313,0.407,0.456,0.211,0.096,0.333,0.268,0.262,0.211,0.47,0.466,0.313,0.222,0.372,0.321,0.313,0.137,0.2,0.352,0.366,0.115,0.767
4314,0.266,0.391,0.281,0.148,0.328,0.258,0.219,0.281,0.523,0.445,0.258,0.297,0.383,0.305,0.258,0.102,0.125,0.328,0.438,0.219,0.75
4315,0.326,0.36,0.236,0.101,0.404,0.36,0.27,0.236,0.371,0.461,0.27,0.27,0.416,0.337,0.27,0.09,0.124,0.36,0.393,0.112,0.809
4316,0.365,0.404,0.263,0.143,0.333,0.275,0.278,0.263,0.447,0.43,0.357,0.213,0.365,0.281,0.357,0.137,0.181,0.327,0.363,0.158,0.719
4317,0.372,0.428,0.24,0.098,0.332,0.271,0.262,0.24,0.468,0.406,0.329,0.265,0.382,0.292,0.329,0.16,0.222,0.332,0.378,0.114,0.742
4318,0.396,0.469,0.238,0.121,0.293,0.289,0.311,0.238,0.399,0.399,0.333,0.267,0.348,0.355,0.333,0.128,0.205,0.374,0.311,0.128,0.751
4319,0.349,0.379,0.306,0.144,0.315,0.263,0.217,0.306,0.52,0.404,0.352,0.245,0.346,0.287,0.352,0.116,0.199,0.33,0.361,0.156,0.74
4320,0.307,0.366,0.317,0.095,0.317,0.281,0.299,0.317,0.42,0.402,0.338,0.26,0.366,0.271,0.338,0.17,0.224,0.335,0.392,0.124,0.735
4321,0.292,0.327,0.242,0.131,0.431,0.262,0.288,0.242,0.45,0.458,0.327,0.215,0.458,0.265,0.327,0.135,0.127,0.308,0.408,0.135,0.735
4322,0.352,0.402,0.188,0.098,0.41,0.297,0.297,0.188,0.406,0.531,0.273,0.195,0.449,0.297,0.273,0.102,0.16,0.324,0.43,0.105,0.801
4323,0.397,0.418,0.299,0.175,0.284,0.258,0.232,0.299,0.51,0.49,0.397,0.113,0.304,0.366,0.397,0.201,0.17,0.371,0.237,0.175,0.624
4324,0.362,0.438,0.195,0.086,0.368,0.265,0.265,0.195,0.47,0.562,0.243,0.195,0.422,0.341,0.243,0.119,0.146,0.368,0.416,0.119,0.795
4325,0.473,0.518,0.241,0.188,0.241,0.339,0.232,0.241,0.429,0.473,0.402,0.125,0.277,0.348,0.402,0.179,0.196,0.375,0.25,0.188,0.634
4326,0.379,0.432,0.231,0.13,0.337,0.29,0.26,0.231,0.45,0.488,0.278,0.234,0.382,0.325,0.278,0.115,0.148,0.358,0.396,0.157,0.754
4327,0.351,0.419,0.24,0.109,0.342,0.304,0.307,0.24,0.39,0.46,0.307,0.233,0.396,0.297,0.307,0.121,0.182,0.339,0.396,0.137,0.77
4328,0.22,0.341,0.352,0.209,0.308,0.22,0.242,0.352,0.538,0.484,0.341,0.176,0.352,0.286,0.341,0.11,0.132,0.286,0.374,0.275,0.681
4329,0.385,0.436,0.347,0.134,0.216,0.333,0.265,0.347,0.402,0.395,0.368,0.237,0.247,0.32,0.368,0.107,0.213,0.412,0.313,0.158,0.759
4330,0.374,0.42,0.291,0.151,0.288,0.3,0.277,0.291,0.423,0.391,0.38,0.229,0.325,0.317,0.38,0.152,0.191,0.361,0.303,0.159,0.697
4331,0.304,0.348,0.179,0.069,0.473,0.38,0.344,0.179,0.276,0.446,0.228,0.325,0.513,0.271,0.228,0.084,0.14,0.312,0.501,0.075,0.847
4332,0.387,0.445,0.283,0.128,0.272,0.264,0.269,0.283,0.467,0.445,0.344,0.211,0.317,0.317,0.344,0.152,0.211,0.368,0.339,0.149,0.72
4333,0.39,0.448,0.242,0.109,0.31,0.304,0.273,0.242,0.424,0.443,0.333,0.224,0.353,0.31,0.333,0.135,0.211,0.353,0.357,0.126,0.756
4334,0.43,0.503,0.194,0.081,0.304,0.282,0.247,0.194,0.47,0.446,0.306,0.247,0.36,0.325,0.306,0.108,0.237,0.352,0.368,0.108,0.812
4335,0.388,0.421,0.327,0.148,0.252,0.273,0.276,0.327,0.452,0.379,0.385,0.236,0.282,0.306,0.385,0.118,0.218,0.373,0.309,0.158,0.733
4336,0.302,0.34,0.229,0.093,0.431,0.283,0.405,0.229,0.312,0.376,0.305,0.319,0.467,0.214,0.305,0.088,0.176,0.274,0.481,0.119,0.819
4337,0.425,0.474,0.258,0.137,0.269,0.286,0.319,0.258,0.394,0.357,0.403,0.24,0.317,0.28,0.403,0.148,0.251,0.339,0.317,0.141,0.716
4338,0.372,0.422,0.306,0.154,0.273,0.287,0.263,0.306,0.45,0.412,0.363,0.225,0.32,0.315,0.363,0.147,0.197,0.351,0.322,0.18,0.699
4339,0.309,0.355,0.239,0.092,0.406,0.283,0.331,0.239,0.386,0.456,0.281,0.263,0.444,0.263,0.281,0.1,0.167,0.313,0.456,0.114,0.807
