CLASS,Molecular Weight,Aromaticity,Isoelectric Point,Gravy,Helix,Turn,Sheet,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
nonDRNA,43844.2938,0.083123426,8.580177878999999,-0.109823678,0.322418136,0.22166246899999997,0.37279597,10.58,0.0,2.27,10.08,4.79,9.82,1.01,2.52,4.28,14.36,2.27,1.26,7.05,3.53,8.56,4.03,3.02,7.05,0.76,2.77
nonDRNA,45368.7551,0.084158416,8.358728981,-0.262623762,0.30198019800000003,0.18069306899999998,0.334158416,12.13,0.5,4.7,9.16,3.71,7.43,1.49,4.95,5.45,9.65,2.48,2.48,5.69,2.23,8.91,2.48,4.7,7.18,2.48,2.23
nonDRNA,57890.3742,0.092485549,6.158129692,-0.083815029,0.329479769,0.24084778399999998,0.269749518,7.32,0.96,5.01,5.59,5.39,7.32,4.05,4.82,2.89,11.75,2.31,3.47,5.01,4.05,5.97,8.29,4.82,7.13,1.73,2.12
nonDRNA,38006.0315,0.101449275,5.297757912,-0.120289855,0.286956522,0.220289855,0.313043478,11.59,0.0,4.35,7.54,6.38,6.96,1.74,4.06,5.8,6.96,5.22,3.48,4.93,4.35,3.48,6.67,5.22,7.54,0.87,2.9
nonDRNA,36400.6363,0.071428571,5.51601963,-0.00621118,0.37577639799999996,0.204968944,0.229813665,3.11,1.24,8.07,4.66,3.42,4.66,1.24,8.39,5.9,13.04,2.17,4.35,3.11,4.35,5.28,8.39,5.9,9.01,0.31,3.42
nonDRNA,28237.1171,0.071969697,5.148441887,0.1375,0.306818182,0.196969697,0.329545455,12.88,1.14,4.55,6.82,3.79,9.85,2.65,4.92,4.17,9.85,3.41,2.65,4.17,4.17,3.41,3.03,6.44,8.71,0.38,3.03
nonDRNA,57723.4282,0.087475149,5.84841404,-0.499403579,0.28628230600000004,0.186878728,0.314115308,6.16,1.99,5.17,10.54,4.17,7.75,2.98,3.38,6.36,10.93,3.78,2.58,4.17,3.58,7.16,4.17,4.97,5.57,1.59,2.98
nonDRNA,23561.693,0.093896714,5.602926445,-0.080751174,0.32394366199999997,0.183098592,0.31455399100000003,10.8,0.94,5.63,8.45,5.63,9.39,2.35,7.04,5.63,10.33,1.88,1.88,2.82,3.29,6.1,4.23,4.23,5.63,0.0,3.76
nonDRNA,23566.7061,0.093896714,5.3333959580000005,-0.057746479,0.328638498,0.18779342699999999,0.32394366199999997,10.8,0.94,5.16,8.92,5.63,8.92,1.88,7.04,5.63,10.8,1.88,2.82,2.82,3.29,5.63,4.23,4.23,5.63,0.0,3.76
nonDRNA,45954.9535,0.090697674,6.978884697000001,-0.215348837,0.29069767399999996,0.304651163,0.211627907,10.0,0.0,5.58,2.33,4.19,10.23,1.16,3.49,3.26,7.21,1.63,4.65,6.51,6.98,4.65,9.07,4.88,9.3,1.86,3.02
nonDRNA,15792.1084,0.06428571400000001,6.508826256,-0.185,0.307142857,0.171428571,0.271428571,10.71,0.0,5.71,6.43,4.29,2.86,3.57,11.43,7.86,6.43,3.57,6.43,5.71,5.0,3.57,2.14,5.71,6.43,0.0,2.14
nonDRNA,29278.2202,0.054945055,6.238613701,-0.021978022,0.278388278,0.21611721600000003,0.274725275,12.82,1.83,5.13,5.13,1.83,9.16,2.93,8.06,4.03,6.23,3.3,2.56,4.4,5.49,5.13,5.49,4.76,8.06,1.1,2.56
nonDRNA,14398.1121,0.0703125,5.123375893,-0.37109375,0.265625,0.1796875,0.2734375,10.94,1.56,7.81,7.03,3.12,7.03,2.34,6.25,1.56,5.47,3.91,3.12,4.69,5.47,9.38,3.12,5.47,7.81,2.34,1.56
nonDRNA,23491.5518,0.112745098,4.193092155,-0.719607843,0.294117647,0.240196078,0.27450980399999997,4.41,2.45,8.33,12.75,4.41,4.41,0.98,6.37,6.86,8.82,1.47,7.35,3.92,3.92,1.47,8.33,3.92,2.94,0.98,5.88
nonDRNA,60976.8102,0.08239700400000001,8.471484184,-0.529213483,0.284644195,0.18164794,0.30898876399999997,9.55,0.37,5.81,7.87,4.12,4.31,2.43,4.12,6.55,10.86,2.62,3.18,4.87,5.62,7.68,5.81,4.87,5.24,0.19,3.93
nonDRNA,17350.4713,0.10810810800000001,5.496694374,-0.629054054,0.324324324,0.162162162,0.25,6.76,0.0,2.7,14.19,2.03,6.08,2.7,12.16,8.78,2.7,1.35,2.7,4.05,5.41,4.73,3.38,4.73,6.76,3.38,5.41
nonDRNA,35635.2757,0.09477124199999999,6.647683907,-0.589542484,0.303921569,0.176470588,0.251633987,5.56,1.31,7.19,8.5,5.23,4.9,3.92,7.52,9.15,8.5,2.61,5.23,3.27,3.27,5.88,4.25,4.58,4.9,0.33,3.92
nonDRNA,31347.5087,0.048951049,5.827895164,-0.168181818,0.30069930100000003,0.17132867100000002,0.36713286700000003,13.29,1.05,4.9,8.39,1.75,6.64,3.5,5.24,5.24,14.34,0.7,2.8,4.55,5.24,5.59,3.15,4.9,5.59,0.7,2.45
nonDRNA,30754.0251,0.053691275,5.376536751000001,0.237248322,0.27181208100000004,0.24161073800000002,0.389261745,17.79,0.67,4.7,4.36,2.68,11.07,1.68,3.02,3.02,12.08,4.7,3.02,4.03,4.36,4.03,6.04,3.36,6.71,0.67,2.01
nonDRNA,33571.4772,0.074675325,5.710465813,-0.212662338,0.279220779,0.233766234,0.25649350600000004,9.74,2.27,6.17,5.52,3.25,11.04,4.87,5.19,1.95,8.12,2.27,3.57,4.87,3.9,6.17,3.9,5.84,7.14,1.95,2.27
nonDRNA,20494.3859,0.10055865900000001,5.963342476,-0.223463687,0.30726257,0.19553072600000002,0.262569832,7.82,2.23,5.59,7.82,5.59,5.59,2.79,7.82,3.91,7.26,3.35,1.12,7.26,3.91,7.82,5.59,4.47,5.59,2.23,2.23
nonDRNA,87981.8503,0.066838046,4.9858255389999995,-0.250771208,0.327763496,0.174807198,0.309768638,6.56,0.26,6.94,8.87,3.21,5.66,1.67,5.4,6.43,12.47,3.08,2.96,3.6,5.53,5.14,5.27,5.27,8.23,1.03,2.44
nonDRNA,21978.2368,0.06185567,6.121013832,-0.175257732,0.345360825,0.164948454,0.304123711,6.7,0.0,5.15,8.76,2.58,6.19,2.06,10.31,9.79,11.86,3.09,4.64,0.52,6.19,3.09,5.15,4.12,6.19,0.52,3.09
nonDRNA,28482.9423,0.073929961,4.957917595,-0.117509728,0.322957198,0.21400778199999998,0.311284047,8.95,1.17,5.45,8.56,3.5,7.39,3.5,5.06,2.33,12.06,1.56,3.89,5.06,3.5,5.84,5.06,5.45,7.78,1.56,2.33
nonDRNA,39370.7846,0.081460674,9.342258644,-0.303089888,0.266853933,0.22752809,0.278089888,10.96,2.53,2.53,5.34,2.53,5.62,1.97,1.97,4.78,8.71,2.81,4.49,7.58,3.93,6.74,5.06,8.99,7.87,1.4,4.21
nonDRNA,36888.8934,0.084057971,8.792923546,-0.134202899,0.284057971,0.257971014,0.263768116,11.3,1.45,5.22,4.06,5.22,8.7,1.45,2.9,8.12,9.28,1.74,4.06,7.25,4.06,2.61,5.8,5.8,7.83,0.87,2.32
nonDRNA,27299.1575,0.097560976,5.880414391,-0.05203252,0.325203252,0.223577236,0.292682927,9.35,0.81,5.28,6.1,4.88,7.32,2.44,4.07,2.85,10.98,2.85,0.81,9.35,3.25,6.91,4.88,5.28,7.72,0.81,4.07
nonDRNA,109139.982,0.083015267,4.60670948,-0.257251908,0.25,0.270038168,0.278625954,14.5,0.1,6.77,4.87,2.1,11.83,1.05,2.29,2.86,7.25,1.24,2.96,5.53,3.05,4.29,6.68,9.26,7.16,2.19,4.01
nonDRNA,38314.985,0.07344632799999999,6.3010229110000004,-0.327683616,0.268361582,0.276836158,0.22033898300000002,7.91,0.56,5.37,4.52,3.67,9.04,4.24,3.95,7.06,5.65,3.95,7.06,6.5,3.67,1.41,5.08,6.78,9.89,0.56,3.11
nonDRNA,64265.9782,0.078671329,4.766370201,-0.355594406,0.307692308,0.201048951,0.295454545,7.34,0.7,7.34,10.31,3.32,7.52,1.4,6.82,5.59,8.92,2.97,3.85,3.5,2.62,6.12,5.24,4.72,7.17,0.35,4.2
nonDRNA,66634.5645,0.057692308,5.6994958879999995,-0.329647436,0.26282051300000003,0.307692308,0.246794872,9.13,0.64,6.89,2.56,2.08,9.29,1.28,2.88,2.72,10.9,2.08,6.89,4.97,5.13,5.61,9.62,6.89,6.73,1.6,2.08
nonDRNA,62010.6986,0.06818181799999999,5.860861777999999,0.007517483,0.297202797,0.21853146899999998,0.312937063,11.54,1.75,4.9,6.64,3.5,8.39,3.15,5.59,5.07,9.62,3.5,2.97,4.72,3.5,4.37,5.77,4.02,7.69,0.87,2.45
nonDRNA,39460.6393,0.078873239,5.599629783999999,-0.13943662,0.32112676100000004,0.230985915,0.292957746,8.73,1.13,3.94,6.76,3.38,7.89,2.82,4.79,2.25,11.83,1.97,3.94,6.76,6.48,5.92,4.51,4.79,7.61,2.54,1.97
nonDRNA,38999.5576,0.12994350300000002,5.28099041,-0.432768362,0.290960452,0.324858757,0.18079096,5.37,0.0,3.95,4.52,4.8,11.86,1.41,5.65,3.11,5.08,3.11,8.76,2.54,4.24,3.39,9.32,9.32,5.37,2.26,5.93
nonDRNA,30488.4427,0.094890511,5.797258949,-0.219343066,0.31021897800000003,0.167883212,0.321167883,12.41,0.0,8.76,6.57,6.2,5.84,1.09,3.28,8.03,10.95,2.19,2.55,2.92,2.55,6.2,5.47,4.38,7.3,0.36,2.92
nonDRNA,31445.036,0.1,7.587687111,0.190666667,0.34,0.32,0.173333333,9.0,1.33,3.67,0.67,3.33,10.0,0.33,5.0,2.0,7.0,0.67,7.67,5.33,3.67,2.67,9.0,10.0,12.0,1.33,5.33
nonDRNA,14905.968,0.114503817,7.6305437089999995,-0.381679389,0.312977099,0.22137404600000002,0.259541985,5.34,2.29,3.82,9.92,6.87,8.4,0.0,4.58,9.92,7.63,3.05,6.11,3.05,3.05,4.58,4.58,4.58,7.63,0.76,3.82
nonDRNA,30353.3002,0.104477612,5.092682838,-0.126492537,0.332089552,0.201492537,0.29850746300000003,11.57,1.49,7.46,5.6,4.1,2.99,1.49,7.46,5.6,10.07,2.61,6.72,3.73,2.61,4.48,6.72,3.73,5.22,2.61,3.73
nonDRNA,57890.4309,0.071028037,4.899941826,-0.004299065,0.33271028,0.304672897,0.25046729,5.05,0.56,4.49,5.05,4.86,6.36,0.19,7.29,5.79,14.02,0.93,7.48,6.54,3.55,1.68,10.09,8.97,4.86,0.56,1.68
nonDRNA,35988.2132,0.103896104,8.844691658,-0.43474026,0.36038961,0.194805195,0.314935065,4.87,0.0,3.57,12.66,4.55,4.55,1.62,5.84,10.06,12.99,0.97,2.6,5.19,0.65,7.47,7.14,2.6,6.82,0.97,4.87
nonDRNA,48541.7734,0.07762557099999999,5.904229927,-0.223515982,0.301369863,0.22374429199999998,0.251141553,6.62,1.83,5.48,7.08,3.88,8.22,3.65,6.62,5.48,9.13,2.28,2.74,4.57,3.65,4.79,6.85,6.62,6.62,0.91,2.97
nonDRNA,17883.8909,0.10625,4.780125237,-0.285625,0.30625,0.21875,0.25,7.5,1.25,7.5,6.25,6.25,6.88,1.25,5.0,4.38,9.38,1.88,6.25,4.38,2.5,5.0,4.38,10.0,5.62,0.62,3.75
nonDRNA,65205.5899,0.158928571,5.141223335,-0.317142857,0.373214286,0.251785714,0.23214285699999998,4.11,0.54,4.82,7.5,5.54,6.25,1.61,4.82,6.25,9.11,2.5,6.25,7.5,1.79,3.04,5.18,5.36,7.5,4.46,5.89
nonDRNA,64077.412,0.15439856400000002,5.0840433119999995,-0.285996409,0.37522441700000003,0.251346499,0.24057450600000002,6.28,0.36,5.03,7.36,4.67,7.0,0.18,5.21,7.36,8.62,1.8,6.82,7.18,1.44,3.05,4.13,4.49,8.26,4.67,6.1
nonDRNA,14268.1721,0.0859375,5.123603248999999,-0.1296875,0.328125,0.1953125,0.265625,7.81,0.0,3.91,10.94,5.47,7.03,0.78,6.25,6.25,4.69,3.12,3.12,4.69,3.91,5.47,4.69,5.47,13.28,0.0,3.12
nonDRNA,34885.1613,0.063063063,6.327737236,-0.055855856,0.267267267,0.21021021,0.276276276,16.52,0.9,5.71,3.6,3.0,8.71,0.9,6.31,6.61,6.31,1.2,3.6,4.2,7.51,2.4,4.5,6.91,7.81,1.2,2.1
nonDRNA,11171.342,0.08080808099999999,4.495532417,-0.528282828,0.252525253,0.20202020199999998,0.24242424199999998,7.07,6.06,12.12,5.05,1.01,6.06,2.02,6.06,5.05,8.08,4.04,5.05,1.01,5.05,4.04,8.08,4.04,3.03,1.01,6.06
nonDRNA,11564.9532,0.092592593,5.827724647999999,-0.201851852,0.25,0.20370370399999999,0.333333333,19.44,1.85,5.56,4.63,3.7,5.56,2.78,2.78,6.48,7.41,1.85,3.7,7.41,5.56,1.85,3.7,4.63,5.56,0.93,4.63
nonDRNA,40936.355,0.10027100300000001,5.919519615,-0.17398374,0.308943089,0.21680216800000002,0.284552846,9.49,1.08,6.23,6.78,4.88,9.49,3.52,5.15,6.5,8.67,3.52,2.98,3.79,2.44,4.34,5.42,3.52,7.05,1.9,3.25
nonDRNA,68124.354,0.076569678,6.795522117999999,-0.315620214,0.234303216,0.315467075,0.211332312,11.94,1.23,5.97,2.14,2.76,10.72,1.53,3.52,3.06,5.97,1.07,5.51,5.21,3.06,4.9,10.11,10.11,6.28,1.68,3.22
nonDRNA,85735.9695,0.115384615,4.917505074,-0.452519894,0.316976127,0.201591512,0.234748011,7.69,0.13,8.75,5.97,4.51,6.5,2.25,5.17,5.57,7.69,2.12,4.77,3.85,4.64,4.51,5.04,6.5,7.29,2.39,4.64
nonDRNA,34118.4167,0.053291535999999994,6.462729836,-0.148902821,0.297805643,0.228840125,0.228840125,8.15,0.94,6.27,6.27,2.19,14.42,3.76,9.4,5.64,6.9,1.57,2.51,2.19,2.82,5.96,3.76,5.96,8.15,0.31,2.82
nonDRNA,165146.1401,0.095334686,4.698902321,-0.571196755,0.296146045,0.280594997,0.247464503,5.48,0.34,6.15,9.67,3.31,8.32,1.76,6.36,7.1,7.84,1.76,8.59,3.25,2.23,2.43,7.91,5.41,5.88,1.69,4.53
nonDRNA,79713.0621,0.10387811599999999,6.193199347999999,-0.050277008,0.347645429,0.209141274,0.243767313,7.48,0.0,7.2,4.99,5.82,8.59,0.42,8.45,10.11,9.28,2.63,3.88,2.77,3.88,1.8,5.68,5.82,6.65,0.28,4.29
nonDRNA,45475.0191,0.133165829,5.6835241320000005,-0.753517588,0.278894472,0.221105528,0.211055276,8.29,0.75,8.79,5.78,3.77,6.53,2.26,6.03,10.05,4.77,2.26,6.53,2.26,2.51,2.51,6.78,6.78,3.77,2.76,6.78
nonDRNA,39803.3908,0.13714285699999998,5.4555429460000004,-0.294285714,0.322857143,0.222857143,0.222857143,9.43,0.86,7.71,4.86,5.71,6.0,3.14,6.86,4.57,5.14,2.86,6.0,5.14,1.43,4.86,5.14,5.71,6.57,2.29,5.71
nonDRNA,45597.8897,0.138190955,5.466456032000001,-0.766080402,0.281407035,0.22361809,0.19849246199999998,8.04,0.5,9.55,4.27,4.02,5.78,2.01,5.53,9.05,5.28,2.26,7.79,2.01,3.02,2.51,6.78,8.29,3.52,2.76,7.04
nonDRNA,219783.7017,0.09363867699999999,4.742668343,-0.584173028,0.291603053,0.259033079,0.230025445,5.5,0.1,6.72,9.16,3.36,7.53,1.02,7.23,7.68,6.62,1.73,7.43,3.41,2.44,3.0,7.53,7.58,5.95,1.37,4.63
nonDRNA,33259.5005,0.07508532400000001,4.878684044,-0.265187713,0.348122867,0.221843003,0.276450512,4.44,0.68,5.8,12.63,3.41,6.14,3.07,10.58,8.53,8.53,2.05,6.83,3.07,0.34,2.73,6.14,2.73,8.19,1.02,3.07
nonDRNA,28875.4337,0.066666667,6.166428185,-0.070588235,0.352941176,0.2,0.258823529,4.31,1.57,5.49,9.41,4.31,5.49,1.57,10.59,10.2,9.02,3.14,5.49,3.14,1.57,3.92,5.88,3.53,9.02,0.39,1.96
nonDRNA,17681.2178,0.06,8.498947716,-0.631333333,0.286666667,0.18,0.26,2.67,4.0,2.67,12.67,2.67,2.67,4.67,9.33,10.67,8.0,2.67,4.67,1.33,3.33,6.67,9.33,3.33,5.33,0.67,2.67
nonDRNA,30485.7462,0.046428570999999995,9.015017128,-0.317142857,0.3,0.189285714,0.25357142899999996,11.43,0.36,10.0,3.93,2.14,4.64,1.79,7.5,15.0,9.29,0.71,6.43,2.86,2.5,1.07,5.0,4.29,8.57,0.36,2.14
nonDRNA,49224.3998,0.12470588199999999,9.318663216000001,-0.234117647,0.338823529,0.21176470600000002,0.261176471,7.29,0.71,4.0,5.88,5.88,4.0,1.65,6.59,6.59,9.18,3.76,4.24,5.18,4.71,5.88,7.76,4.47,5.65,2.35,4.24
nonDRNA,14212.1861,0.13076923099999999,9.695094109,0.016153846,0.323076923,0.292307692,0.238461538,8.46,1.54,1.54,2.31,6.15,10.77,0.77,3.85,4.62,10.77,2.31,3.85,5.38,5.38,3.85,9.23,7.69,4.62,3.85,3.08
nonDRNA,86631.6566,0.144370861,5.51323452,-0.509536424,0.309933775,0.251655629,0.221192053,5.56,1.06,5.56,6.36,5.7,8.08,2.25,5.03,5.96,6.49,3.71,6.49,5.3,3.84,3.58,5.3,5.96,5.03,2.12,6.62
nonDRNA,36632.0723,0.060693642,5.498285866,0.17716763,0.315028902,0.23699422,0.297687861,12.72,0.0,6.07,4.05,2.89,8.09,1.16,7.23,7.51,9.54,3.47,4.05,5.78,3.76,1.16,5.78,4.91,8.67,1.45,1.73
nonDRNA,29046.6292,0.09433962300000001,5.375911522000001,-0.187169811,0.294339623,0.267924528,0.260377358,9.81,2.26,6.04,5.28,4.91,9.43,2.26,4.53,2.64,8.68,2.26,5.28,7.55,3.4,6.04,4.53,3.77,6.79,1.89,2.64
nonDRNA,31282.3347,0.076655052,5.022714043,-0.054703833,0.31707317100000004,0.222996516,0.306620209,11.15,0.35,8.36,5.23,3.14,6.27,1.74,4.88,5.92,11.15,3.14,3.83,4.53,1.74,4.18,7.67,4.18,8.01,0.35,4.18
nonDRNA,17720.9749,0.01734104,5.859156608999999,-0.171098266,0.23121387300000001,0.277456647,0.28901734100000004,10.98,1.73,5.2,5.78,1.16,14.45,4.62,4.05,6.36,9.25,2.89,3.47,6.36,4.62,1.73,3.47,5.2,8.09,0.0,0.58
nonDRNA,38810.4183,0.077540107,5.5476789470000005,-0.186096257,0.248663102,0.254010695,0.248663102,13.64,0.53,7.49,2.14,2.14,11.5,2.41,1.87,2.94,8.02,1.07,2.67,4.01,1.87,4.55,7.22,13.1,7.22,1.87,3.74
nonDRNA,35902.7803,0.053254438,6.726576424,0.130473373,0.310650888,0.24260355,0.301775148,10.65,0.89,2.37,7.1,3.85,10.65,2.37,5.03,2.07,10.95,1.48,2.37,5.03,4.14,7.1,6.21,6.51,9.76,0.3,1.18
nonDRNA,33653.929,0.045602606,6.577374077000001,-0.009446254,0.335504886,0.175895765,0.328990228,10.75,0.0,4.56,10.42,1.95,6.84,1.63,7.49,9.77,9.45,2.28,3.26,4.23,0.98,4.89,3.26,3.58,12.05,0.65,1.95
nonDRNA,38349.1871,0.078873239,4.79399395,-0.164507042,0.292957746,0.245070423,0.256338028,8.73,1.69,7.89,4.23,2.25,9.01,0.0,4.79,7.89,8.45,4.23,5.63,2.25,3.94,1.69,7.61,5.92,8.17,0.85,4.79
nonDRNA,44119.3338,0.105670103,9.520965003999999,-0.647680412,0.296391753,0.275773196,0.190721649,5.41,0.26,3.61,4.38,3.35,5.15,1.8,5.93,9.54,6.96,2.32,10.82,3.61,5.15,2.84,7.99,7.47,6.19,1.03,6.19
nonDRNA,66777.0405,0.113861386,5.221423149,-0.543894389,0.290429043,0.308580858,0.183168317,7.1,0.83,8.58,2.97,3.47,7.59,0.99,4.13,7.76,6.77,1.49,9.41,3.63,2.31,1.98,10.23,6.11,6.77,2.31,5.61
nonDRNA,40933.7076,0.079081633,5.198573875,-0.092091837,0.255102041,0.255102041,0.295918367,15.82,0.51,4.59,6.63,4.08,9.95,2.04,4.34,5.61,4.34,2.81,3.32,6.63,3.06,2.55,5.61,5.36,8.93,0.26,3.57
nonDRNA,59969.352,0.08514492800000001,8.644839668,-0.013405797,0.34057971,0.226449275,0.304347826,9.96,0.0,4.17,6.88,4.17,11.23,1.63,2.54,5.25,11.78,1.81,3.44,4.89,2.72,6.34,3.08,4.53,11.23,0.91,3.44
nonDRNA,31885.5841,0.062706271,5.790210915,-0.057425743,0.254125413,0.237623762,0.300330033,16.83,1.98,7.59,2.97,2.31,7.59,2.31,3.3,1.65,8.91,1.32,1.98,7.26,2.31,7.26,6.93,6.6,6.93,1.65,2.31
nonDRNA,61916.5851,0.116022099,5.973175621,-0.576979742,0.314917127,0.220994475,0.244935543,6.63,0.18,7.73,6.81,4.05,5.89,0.92,5.16,11.97,8.66,2.39,5.71,3.87,3.68,1.84,6.63,4.24,6.08,1.84,5.71
nonDRNA,145086.2129,0.077708006,6.821781731000001,-0.673390895,0.270015699,0.226059655,0.251177394,6.59,1.1,4.63,8.24,3.53,4.55,3.14,4.32,6.83,8.32,1.96,4.08,6.28,7.54,5.65,7.69,4.71,6.59,0.86,3.38
nonDRNA,94025.5788,0.123820755,6.025126457000001,-0.49245283,0.306603774,0.277122642,0.173349057,6.01,0.12,6.96,4.36,4.13,10.61,2.36,5.07,6.84,5.66,1.3,6.01,4.36,2.71,3.18,6.72,7.78,7.55,2.71,5.54
nonDRNA,74518.5227,0.087591241,6.066505241000001,0.038686131,0.321167883,0.224817518,0.328467153,13.58,0.44,5.4,4.96,4.23,7.01,1.61,3.5,2.92,12.26,2.04,3.07,6.42,3.5,6.57,5.99,4.38,7.59,1.31,3.21
nonDRNA,74802.884,0.087591241,6.30841198,0.022919708,0.32262773699999997,0.22335766399999998,0.324087591,13.14,0.44,5.4,4.96,4.23,6.86,1.61,3.65,2.77,12.26,2.04,3.07,6.42,3.5,7.01,5.99,4.53,7.59,1.31,3.21
nonDRNA,121696.9187,0.12832264,4.268403816,-0.535380385,0.285059578,0.23739688399999997,0.21998166800000002,7.88,0.18,9.35,6.32,4.49,7.97,1.01,3.57,4.77,4.95,2.84,5.59,3.48,3.67,2.57,6.69,9.17,7.15,2.29,6.05
nonDRNA,25797.5175,0.10572687199999999,5.367499352,-0.440969163,0.299559471,0.224669604,0.233480176,7.49,1.76,8.37,5.29,5.73,7.05,4.85,4.41,3.08,8.81,1.76,5.29,4.41,5.29,5.73,5.73,3.96,6.17,2.64,2.2
nonDRNA,60659.1282,0.064864865,4.695605659,-0.123603604,0.281081081,0.21981982,0.302702703,10.99,0.9,6.31,7.57,3.24,7.39,0.72,6.67,2.52,7.21,4.5,4.14,3.78,4.14,6.67,6.67,5.59,7.75,0.54,2.7
nonDRNA,57003.0097,0.062730627,8.162487221000001,-0.130811808,0.282287823,0.341328413,0.21586715899999998,6.46,0.92,2.95,3.32,3.69,9.78,0.74,4.06,4.06,10.7,1.11,7.01,9.59,4.61,2.58,7.75,10.89,7.2,0.74,1.85
nonDRNA,39548.109,0.09366391199999999,6.165291405,-0.164187328,0.303030303,0.316804408,0.228650138,5.79,1.1,3.58,3.58,4.96,6.34,0.55,3.31,2.48,11.85,1.65,8.54,7.16,2.48,4.41,9.64,12.4,5.79,0.55,3.86
nonDRNA,62590.4196,0.123263889,4.354685402,-0.471875,0.288194444,0.321180556,0.184027778,7.47,1.74,7.64,4.51,3.65,11.81,1.04,4.17,3.47,5.73,0.69,7.29,3.65,4.69,2.6,9.38,5.21,6.6,3.3,5.38
nonDRNA,59040.607,0.140594059,5.83431797,-0.405544554,0.366336634,0.17029703,0.247524752,5.94,0.0,8.32,6.93,6.34,6.34,2.38,5.54,8.12,10.5,1.39,4.55,3.96,2.18,5.35,2.18,5.74,6.53,2.57,5.15
nonDRNA,16143.9811,0.083916084,5.111439705,-0.573426573,0.272727273,0.244755245,0.244755245,3.5,1.4,4.2,12.59,4.9,8.39,4.2,3.5,3.5,6.29,2.1,1.4,10.49,2.1,6.99,4.2,7.69,9.09,0.7,2.8
nonDRNA,31429.0366,0.1,7.587687111,0.199333333,0.34,0.316666667,0.176666667,9.33,1.33,3.67,0.67,3.33,10.0,0.33,5.0,2.0,7.0,0.67,7.67,5.33,3.67,2.67,8.67,10.0,12.0,1.33,5.33
nonDRNA,31473.0891,0.1,7.587687111,0.198666667,0.34333333299999996,0.32,0.17,8.67,1.33,3.67,0.67,3.33,10.0,0.33,5.0,2.0,7.0,0.67,7.67,5.33,3.67,2.67,9.0,10.0,12.33,1.33,5.33
nonDRNA,27884.3125,0.10612244900000001,5.252570915,-0.311836735,0.334693878,0.18775510199999998,0.228571429,5.31,1.63,8.16,7.35,6.53,8.57,1.63,6.53,5.71,8.57,1.63,4.08,2.45,4.08,6.94,3.67,5.31,7.76,0.41,3.67
nonDRNA,52963.1281,0.075949367,5.398078728,-0.345780591,0.27004219399999996,0.210970464,0.297468354,6.96,5.91,5.49,9.07,4.01,2.95,1.48,1.69,9.28,12.03,1.69,3.8,5.49,2.53,2.95,8.86,6.54,5.7,0.21,3.38
nonDRNA,13094.8672,0.058333333,5.744228172000001,0.059166667,0.35,0.175,0.275,10.0,0.0,7.5,5.83,2.5,9.17,3.33,6.67,4.17,10.0,1.67,3.33,3.33,2.5,6.67,1.67,5.83,12.5,0.0,3.33
nonDRNA,10462.8438,0.048543689,8.598744774,0.074757282,0.23300970899999998,0.242718447,0.368932039,22.33,1.94,4.85,1.94,0.0,9.71,0.97,4.85,6.8,8.74,3.88,4.85,1.94,5.83,1.94,7.77,1.94,4.85,0.0,4.85
nonDRNA,40760.5496,0.130193906,9.499432564,-0.1,0.346260388,0.19944598300000002,0.274238227,11.08,0.0,4.71,5.26,6.09,8.31,1.66,4.99,4.99,8.59,2.49,2.22,5.54,3.88,7.48,3.88,3.88,8.03,2.77,4.16
nonDRNA,195131.1141,0.137578169,5.95976162,-0.497157476,0.28936896,0.277430358,0.194428653,8.75,0.4,5.69,3.98,3.47,8.24,1.42,4.15,6.2,5.17,1.53,4.78,6.94,3.52,2.56,7.79,9.27,5.86,3.92,6.37
nonDRNA,52044.7964,0.069037657,6.115273094,-0.094979079,0.294979079,0.230125523,0.265690377,10.46,1.88,4.81,5.86,2.72,5.65,3.14,5.86,5.86,7.74,2.51,4.18,4.81,3.77,3.35,8.37,5.86,9.0,0.84,3.35
nonDRNA,14092.9304,0.112903226,6.102370644,-0.433870968,0.306451613,0.217741935,0.290322581,8.87,0.81,2.42,12.1,4.84,6.45,3.23,5.65,8.06,6.45,1.61,2.42,8.06,1.61,4.84,4.84,4.03,7.26,1.61,4.84
nonDRNA,36345.2699,0.096969697,4.050028418999999,0.061818182,0.36060606100000003,0.23030303,0.321212121,9.09,0.3,7.27,10.3,3.94,5.76,2.12,5.45,2.12,10.61,2.12,4.55,6.06,2.73,1.21,6.67,3.64,10.3,1.82,3.94
nonDRNA,154791.3863,0.095830285,5.579281425,-0.400804682,0.29773226,0.25896122899999996,0.24871982399999998,5.27,3.22,4.54,8.27,3.44,6.66,1.68,5.34,5.05,8.49,2.85,6.22,5.93,2.56,5.85,7.1,5.05,6.36,1.54,4.61
nonDRNA,37010.4611,0.039660057,5.12184124,0.043909348,0.271954674,0.218130312,0.328611898,15.86,1.13,7.37,4.53,1.7,9.07,1.98,2.83,1.13,10.48,1.98,2.27,4.82,3.68,7.65,5.67,5.67,9.92,1.7,0.57
