ID,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_TN,PCP_SM,PCP_LR
Seq_3636,0.151,0.137,0.712,0.192,0.473,0.411,0.021,0.068,0.137,0.151,0.712,0.479,0.219,0.363,0.151,0.014,0.219,0.466,0.534
Seq_3637,0.15,0.103,0.747,0.178,0.549,0.518,0.063,0.036,0.103,0.15,0.747,0.522,0.233,0.324,0.095,0.047,0.312,0.585,0.415
Seq_3638,0.073,0.136,0.791,0.299,0.446,0.397,0.027,0.065,0.136,0.073,0.791,0.446,0.147,0.514,0.234,0.03,0.334,0.677,0.323
Seq_3639,0.132,0.126,0.743,0.178,0.526,0.462,0.058,0.088,0.126,0.132,0.743,0.515,0.228,0.313,0.094,0.044,0.257,0.515,0.485
Seq_3640,0.146,0.12,0.734,0.166,0.528,0.454,0.052,0.065,0.12,0.146,0.734,0.487,0.238,0.356,0.085,0.041,0.268,0.537,0.463
Seq_3641,0.176,0.135,0.688,0.194,0.476,0.424,0.074,0.044,0.135,0.176,0.688,0.456,0.268,0.397,0.144,0.029,0.274,0.541,0.459
Seq_3642,0.109,0.119,0.772,0.173,0.583,0.522,0.051,0.067,0.119,0.109,0.772,0.526,0.176,0.388,0.106,0.035,0.34,0.593,0.407
Seq_3643,0.152,0.119,0.73,0.164,0.549,0.471,0.053,0.07,0.119,0.152,0.73,0.545,0.221,0.328,0.102,0.041,0.258,0.52,0.48
Seq_3644,0.132,0.112,0.756,0.185,0.509,0.412,0.065,0.124,0.112,0.132,0.756,0.524,0.259,0.288,0.103,0.024,0.162,0.462,0.538
Seq_3645,0.188,0.17,0.642,0.17,0.45,0.384,0.044,0.07,0.17,0.188,0.642,0.467,0.253,0.349,0.114,0.031,0.135,0.389,0.611
Seq_3646,0.154,0.14,0.706,0.224,0.448,0.343,0.042,0.091,0.14,0.154,0.706,0.517,0.231,0.322,0.091,0.091,0.14,0.434,0.566
Seq_3647,0.094,0.114,0.792,0.198,0.539,0.466,0.068,0.096,0.114,0.094,0.792,0.491,0.217,0.395,0.121,0.013,0.264,0.628,0.372
Seq_3648,0.158,0.173,0.669,0.165,0.468,0.374,0.058,0.101,0.173,0.158,0.669,0.46,0.252,0.353,0.108,0.036,0.18,0.46,0.54
Seq_3649,0.128,0.102,0.769,0.222,0.516,0.425,0.05,0.083,0.102,0.128,0.769,0.511,0.21,0.357,0.132,0.054,0.243,0.496,0.504
Seq_3650,0.124,0.115,0.761,0.222,0.499,0.411,0.043,0.096,0.115,0.124,0.761,0.513,0.207,0.349,0.143,0.044,0.25,0.542,0.458
Seq_3651,0.135,0.104,0.762,0.183,0.547,0.445,0.043,0.081,0.104,0.135,0.762,0.521,0.209,0.331,0.085,0.061,0.253,0.464,0.536
Seq_3652,0.135,0.111,0.754,0.18,0.515,0.442,0.038,0.073,0.111,0.135,0.754,0.48,0.232,0.364,0.116,0.031,0.229,0.501,0.499
Seq_3653,0.111,0.095,0.794,0.238,0.508,0.425,0.052,0.067,0.095,0.111,0.794,0.508,0.21,0.369,0.115,0.06,0.234,0.508,0.492
Seq_3654,0.138,0.112,0.75,0.214,0.489,0.435,0.04,0.054,0.112,0.138,0.75,0.453,0.225,0.37,0.127,0.058,0.297,0.551,0.449
Seq_3655,0.149,0.137,0.714,0.195,0.484,0.398,0.025,0.07,0.137,0.149,0.714,0.484,0.209,0.374,0.121,0.061,0.219,0.487,0.513
Seq_3656,0.155,0.046,0.798,0.294,0.433,0.357,0.059,0.101,0.046,0.155,0.798,0.487,0.286,0.282,0.143,0.084,0.311,0.563,0.437
Seq_3657,0.113,0.075,0.812,0.326,0.41,0.331,0.054,0.117,0.075,0.113,0.812,0.481,0.243,0.331,0.159,0.088,0.297,0.565,0.435
Seq_3658,0.154,0.135,0.711,0.24,0.431,0.369,0.018,0.089,0.135,0.154,0.711,0.449,0.212,0.354,0.129,0.037,0.206,0.443,0.557
Seq_3659,0.142,0.116,0.742,0.297,0.388,0.322,0.05,0.058,0.116,0.142,0.742,0.428,0.249,0.451,0.228,0.023,0.247,0.538,0.462
Seq_3660,0.072,0.108,0.82,0.259,0.514,0.429,0.045,0.125,0.108,0.072,0.82,0.511,0.164,0.417,0.176,0.012,0.286,0.591,0.409
Seq_3661,0.126,0.097,0.777,0.247,0.503,0.424,0.045,0.073,0.097,0.126,0.777,0.51,0.198,0.367,0.144,0.08,0.309,0.559,0.441
Seq_3662,0.185,0.134,0.681,0.143,0.521,0.42,0.092,0.151,0.134,0.185,0.681,0.504,0.294,0.252,0.05,0.034,0.143,0.361,0.639
Seq_3663,0.09,0.102,0.808,0.33,0.43,0.351,0.057,0.092,0.102,0.09,0.808,0.498,0.197,0.398,0.174,0.095,0.33,0.575,0.425
Seq_3664,0.128,0.116,0.756,0.214,0.509,0.443,0.026,0.068,0.116,0.128,0.756,0.515,0.188,0.365,0.144,0.022,0.261,0.511,0.489
Seq_3665,0.1,0.073,0.827,0.218,0.573,0.509,0.0,0.055,0.073,0.1,0.827,0.5,0.136,0.427,0.127,0.036,0.373,0.545,0.455
Seq_3666,0.139,0.123,0.738,0.193,0.513,0.413,0.056,0.118,0.123,0.139,0.738,0.52,0.227,0.316,0.097,0.035,0.211,0.464,0.536
Seq_3667,0.107,0.131,0.761,0.218,0.513,0.442,0.021,0.084,0.131,0.107,0.761,0.49,0.158,0.376,0.119,0.033,0.254,0.475,0.525
Seq_3668,0.113,0.132,0.756,0.181,0.529,0.441,0.048,0.101,0.132,0.113,0.756,0.496,0.206,0.359,0.111,0.032,0.246,0.544,0.456
Seq_3669,0.154,0.124,0.722,0.142,0.562,0.473,0.041,0.095,0.124,0.154,0.722,0.544,0.213,0.296,0.077,0.041,0.249,0.473,0.527
Seq_3670,0.043,0.087,0.87,0.043,0.826,0.696,0.087,0.13,0.087,0.043,0.87,0.804,0.13,0.13,0.0,0.022,0.196,0.522,0.478
Seq_3671,0.125,0.119,0.756,0.199,0.518,0.441,0.029,0.09,0.119,0.125,0.756,0.486,0.193,0.367,0.113,0.048,0.289,0.543,0.457
Seq_3672,0.121,0.1,0.779,0.1,0.646,0.593,0.068,0.046,0.1,0.121,0.779,0.575,0.221,0.3,0.064,0.021,0.296,0.582,0.418
Seq_3673,0.142,0.124,0.734,0.173,0.526,0.43,0.056,0.096,0.124,0.142,0.734,0.52,0.232,0.328,0.096,0.034,0.186,0.449,0.551
Seq_3674,0.143,0.115,0.742,0.193,0.537,0.459,0.061,0.078,0.115,0.143,0.742,0.545,0.217,0.352,0.135,0.029,0.242,0.52,0.48
Seq_3675,0.125,0.133,0.742,0.258,0.41,0.301,0.02,0.133,0.133,0.125,0.742,0.457,0.219,0.34,0.141,0.047,0.152,0.383,0.617
Seq_3676,0.161,0.126,0.713,0.161,0.504,0.441,0.055,0.083,0.126,0.161,0.713,0.488,0.264,0.299,0.071,0.02,0.185,0.417,0.583
Seq_3677,0.132,0.126,0.742,0.156,0.541,0.471,0.033,0.066,0.126,0.132,0.742,0.523,0.21,0.315,0.081,0.045,0.264,0.517,0.483
Seq_3678,0.143,0.153,0.704,0.189,0.475,0.403,0.036,0.086,0.153,0.143,0.704,0.47,0.22,0.368,0.138,0.019,0.203,0.468,0.532
Seq_3679,0.14,0.112,0.749,0.177,0.526,0.442,0.065,0.107,0.112,0.14,0.749,0.498,0.251,0.321,0.088,0.019,0.214,0.442,0.558
Seq_3680,0.152,0.142,0.706,0.171,0.506,0.442,0.026,0.094,0.142,0.152,0.706,0.471,0.206,0.335,0.068,0.026,0.226,0.468,0.532
Seq_3681,0.137,0.097,0.766,0.171,0.574,0.505,0.083,0.067,0.097,0.137,0.766,0.537,0.241,0.333,0.106,0.03,0.301,0.579,0.421
Seq_3682,0.112,0.094,0.793,0.161,0.607,0.536,0.051,0.079,0.094,0.112,0.793,0.546,0.189,0.332,0.099,0.028,0.342,0.584,0.416
Seq_3683,0.149,0.119,0.732,0.218,0.487,0.387,0.034,0.1,0.119,0.149,0.732,0.517,0.211,0.314,0.1,0.061,0.234,0.437,0.563
Seq_3684,0.143,0.18,0.678,0.135,0.527,0.449,0.033,0.069,0.18,0.143,0.678,0.514,0.192,0.347,0.106,0.033,0.204,0.473,0.527
Seq_3685,0.114,0.089,0.797,0.256,0.417,0.343,0.049,0.058,0.089,0.114,0.797,0.444,0.287,0.359,0.165,0.048,0.224,0.55,0.45
Seq_3686,0.136,0.148,0.716,0.136,0.506,0.457,0.037,0.037,0.148,0.136,0.716,0.457,0.247,0.346,0.099,0.025,0.173,0.506,0.494
Seq_3687,0.117,0.123,0.76,0.176,0.568,0.501,0.069,0.08,0.123,0.117,0.76,0.531,0.203,0.339,0.088,0.037,0.301,0.552,0.448
Seq_3688,0.147,0.14,0.713,0.254,0.405,0.315,0.018,0.112,0.14,0.147,0.713,0.418,0.219,0.363,0.096,0.046,0.164,0.368,0.632
Seq_3689,0.143,0.161,0.696,0.104,0.578,0.509,0.052,0.07,0.161,0.143,0.696,0.565,0.209,0.317,0.074,0.026,0.27,0.5,0.5
Seq_3690,0.14,0.12,0.74,0.257,0.435,0.363,0.058,0.063,0.12,0.14,0.74,0.462,0.246,0.374,0.148,0.051,0.229,0.478,0.522
Seq_3691,0.118,0.128,0.754,0.168,0.555,0.455,0.047,0.097,0.128,0.118,0.754,0.545,0.196,0.346,0.09,0.031,0.181,0.458,0.542
Seq_3692,0.161,0.129,0.71,0.152,0.52,0.454,0.04,0.055,0.129,0.161,0.71,0.494,0.239,0.33,0.103,0.029,0.201,0.468,0.532
Seq_3693,0.175,0.161,0.664,0.175,0.447,0.396,0.032,0.051,0.161,0.175,0.664,0.447,0.249,0.341,0.083,0.041,0.157,0.392,0.608
Seq_3694,0.104,0.086,0.81,0.142,0.643,0.546,0.038,0.106,0.086,0.104,0.81,0.619,0.167,0.287,0.111,0.016,0.196,0.422,0.578
Seq_3695,0.118,0.114,0.769,0.153,0.592,0.537,0.067,0.047,0.114,0.118,0.769,0.592,0.208,0.318,0.102,0.035,0.259,0.553,0.447
Seq_3696,0.144,0.111,0.746,0.214,0.501,0.456,0.05,0.058,0.111,0.144,0.746,0.506,0.224,0.35,0.134,0.04,0.282,0.537,0.463
Seq_3697,0.137,0.122,0.741,0.207,0.496,0.419,0.052,0.089,0.122,0.137,0.741,0.511,0.226,0.33,0.122,0.056,0.237,0.493,0.507
Seq_3698,0.11,0.147,0.743,0.233,0.48,0.365,0.037,0.113,0.147,0.11,0.743,0.5,0.176,0.387,0.14,0.056,0.218,0.475,0.525
Seq_3699,0.14,0.14,0.72,0.218,0.455,0.381,0.054,0.097,0.14,0.14,0.72,0.506,0.241,0.327,0.117,0.043,0.132,0.432,0.568
Seq_3700,0.125,0.138,0.738,0.256,0.418,0.356,0.052,0.097,0.138,0.125,0.738,0.452,0.241,0.341,0.1,0.089,0.254,0.538,0.462
Seq_3701,0.146,0.146,0.709,0.254,0.41,0.347,0.044,0.085,0.146,0.146,0.709,0.457,0.235,0.362,0.123,0.071,0.237,0.524,0.476
Seq_3702,0.14,0.132,0.728,0.245,0.424,0.37,0.042,0.088,0.132,0.14,0.728,0.441,0.24,0.363,0.137,0.042,0.223,0.505,0.495
Seq_3703,0.164,0.151,0.685,0.192,0.452,0.425,0.014,0.055,0.151,0.164,0.685,0.425,0.219,0.356,0.082,0.027,0.151,0.452,0.548
Seq_3704,0.105,0.098,0.797,0.172,0.598,0.516,0.053,0.075,0.098,0.105,0.797,0.577,0.184,0.316,0.108,0.035,0.232,0.498,0.502
Seq_3705,0.125,0.125,0.75,0.166,0.534,0.469,0.046,0.077,0.125,0.125,0.75,0.505,0.221,0.332,0.101,0.024,0.252,0.541,0.459
Seq_3706,0.121,0.111,0.767,0.191,0.541,0.467,0.06,0.08,0.111,0.121,0.767,0.498,0.216,0.374,0.119,0.031,0.253,0.568,0.432
Seq_3707,0.112,0.125,0.763,0.177,0.53,0.435,0.052,0.082,0.125,0.112,0.763,0.504,0.22,0.358,0.112,0.052,0.216,0.517,0.483
Seq_3708,0.107,0.107,0.787,0.184,0.57,0.475,0.049,0.107,0.107,0.107,0.787,0.533,0.189,0.34,0.098,0.029,0.254,0.516,0.484
Seq_3709,0.115,0.104,0.78,0.186,0.563,0.477,0.055,0.08,0.104,0.115,0.78,0.545,0.202,0.341,0.098,0.035,0.237,0.494,0.506
Seq_3710,0.117,0.111,0.772,0.209,0.538,0.437,0.053,0.1,0.111,0.117,0.772,0.538,0.195,0.329,0.12,0.05,0.259,0.515,0.485
Seq_3711,0.116,0.099,0.786,0.187,0.547,0.475,0.044,0.076,0.099,0.116,0.786,0.527,0.212,0.323,0.106,0.042,0.251,0.517,0.483
Seq_3712,0.128,0.121,0.751,0.205,0.503,0.434,0.05,0.066,0.121,0.128,0.751,0.503,0.222,0.358,0.129,0.048,0.232,0.494,0.506
Seq_3713,0.132,0.142,0.726,0.16,0.519,0.429,0.042,0.108,0.142,0.132,0.726,0.495,0.222,0.325,0.094,0.028,0.222,0.462,0.538
Seq_3714,0.141,0.148,0.711,0.125,0.548,0.468,0.042,0.091,0.148,0.141,0.711,0.521,0.221,0.312,0.087,0.019,0.198,0.529,0.471
Seq_3715,0.088,0.114,0.798,0.232,0.531,0.461,0.026,0.066,0.114,0.088,0.798,0.526,0.149,0.382,0.136,0.031,0.254,0.526,0.474
Seq_3716,0.136,0.13,0.734,0.106,0.612,0.545,0.065,0.076,0.13,0.136,0.734,0.518,0.217,0.336,0.057,0.016,0.263,0.472,0.528
Seq_3717,0.163,0.16,0.678,0.215,0.416,0.372,0.041,0.062,0.16,0.163,0.678,0.423,0.25,0.39,0.142,0.021,0.185,0.485,0.515
Seq_3718,0.134,0.112,0.754,0.243,0.438,0.322,0.004,0.13,0.112,0.134,0.754,0.457,0.21,0.33,0.167,0.047,0.207,0.431,0.569
Seq_3719,0.16,0.155,0.685,0.133,0.52,0.427,0.048,0.075,0.155,0.16,0.685,0.504,0.24,0.339,0.08,0.04,0.155,0.451,0.549
Seq_3720,0.094,0.17,0.735,0.234,0.443,0.387,0.033,0.092,0.17,0.094,0.735,0.458,0.186,0.379,0.13,0.02,0.219,0.478,0.522
Seq_3721,0.127,0.129,0.744,0.177,0.525,0.442,0.053,0.068,0.129,0.127,0.744,0.51,0.221,0.352,0.107,0.031,0.204,0.451,0.549
Seq_3722,0.156,0.154,0.689,0.161,0.494,0.358,0.039,0.156,0.154,0.156,0.689,0.456,0.229,0.336,0.086,0.034,0.172,0.426,0.574
Seq_3723,0.109,0.109,0.782,0.234,0.484,0.375,0.051,0.147,0.109,0.109,0.782,0.513,0.224,0.337,0.157,0.022,0.215,0.484,0.516
Seq_3724,0.1,0.074,0.826,0.195,0.578,0.501,0.053,0.097,0.074,0.1,0.826,0.537,0.206,0.336,0.118,0.018,0.307,0.605,0.395
Seq_3725,0.167,0.148,0.686,0.223,0.383,0.307,0.045,0.114,0.148,0.167,0.686,0.394,0.292,0.364,0.121,0.03,0.129,0.458,0.542
Seq_3726,0.122,0.108,0.77,0.213,0.502,0.416,0.06,0.098,0.108,0.122,0.77,0.514,0.237,0.33,0.132,0.033,0.189,0.5,0.5
Seq_3727,0.153,0.096,0.751,0.256,0.448,0.355,0.057,0.118,0.096,0.153,0.751,0.463,0.256,0.337,0.138,0.047,0.207,0.466,0.534
Seq_3728,0.139,0.13,0.732,0.19,0.512,0.419,0.066,0.096,0.13,0.139,0.732,0.506,0.235,0.337,0.102,0.051,0.229,0.479,0.521
Seq_3729,0.122,0.111,0.767,0.172,0.519,0.443,0.046,0.069,0.111,0.122,0.767,0.511,0.244,0.309,0.118,0.042,0.191,0.496,0.504
Seq_3730,0.154,0.165,0.681,0.126,0.53,0.456,0.039,0.042,0.165,0.154,0.681,0.509,0.218,0.361,0.112,0.039,0.189,0.432,0.568
Seq_3731,0.116,0.162,0.723,0.168,0.528,0.446,0.05,0.073,0.162,0.116,0.723,0.502,0.191,0.393,0.132,0.033,0.231,0.502,0.498
Seq_3732,0.128,0.143,0.729,0.15,0.527,0.421,0.037,0.101,0.143,0.128,0.729,0.5,0.217,0.33,0.091,0.047,0.207,0.461,0.539
Seq_3733,0.129,0.133,0.738,0.194,0.51,0.429,0.048,0.078,0.133,0.129,0.738,0.514,0.211,0.347,0.109,0.051,0.238,0.517,0.483
Seq_3734,0.081,0.069,0.85,0.324,0.457,0.37,0.023,0.116,0.069,0.081,0.85,0.48,0.173,0.422,0.208,0.052,0.306,0.578,0.422
Seq_3735,0.113,0.128,0.759,0.208,0.516,0.451,0.04,0.083,0.128,0.113,0.759,0.486,0.188,0.386,0.108,0.03,0.256,0.536,0.464
Seq_3736,0.121,0.121,0.758,0.178,0.557,0.495,0.047,0.066,0.121,0.121,0.758,0.538,0.192,0.351,0.123,0.024,0.284,0.552,0.448
Seq_3737,0.143,0.128,0.728,0.231,0.433,0.35,0.028,0.108,0.128,0.143,0.728,0.428,0.235,0.356,0.116,0.033,0.185,0.433,0.567
Seq_3738,0.149,0.126,0.724,0.201,0.448,0.328,0.046,0.126,0.126,0.149,0.724,0.448,0.27,0.333,0.126,0.046,0.19,0.454,0.546
Seq_3739,0.136,0.106,0.758,0.212,0.455,0.409,0.045,0.076,0.106,0.136,0.758,0.47,0.273,0.288,0.091,0.015,0.136,0.333,0.667
Seq_3740,0.114,0.114,0.771,0.18,0.571,0.539,0.037,0.053,0.114,0.114,0.771,0.514,0.171,0.371,0.086,0.016,0.265,0.567,0.433
Seq_3741,0.208,0.181,0.611,0.153,0.444,0.361,0.028,0.097,0.181,0.208,0.611,0.458,0.25,0.292,0.042,0.083,0.167,0.389,0.611
Seq_3742,0.149,0.119,0.731,0.164,0.537,0.478,0.03,0.09,0.119,0.149,0.731,0.552,0.209,0.239,0.03,0.09,0.224,0.403,0.597
Seq_3743,0.1,0.108,0.792,0.217,0.521,0.447,0.046,0.074,0.108,0.1,0.792,0.473,0.199,0.387,0.108,0.051,0.262,0.538,0.462
Seq_3744,0.113,0.066,0.821,0.197,0.595,0.471,0.044,0.131,0.066,0.113,0.821,0.569,0.186,0.322,0.124,0.025,0.255,0.487,0.513
Seq_3745,0.135,0.155,0.71,0.187,0.452,0.394,0.065,0.084,0.155,0.135,0.71,0.497,0.271,0.29,0.084,0.058,0.142,0.497,0.503
Seq_3746,0.149,0.11,0.741,0.189,0.522,0.443,0.031,0.075,0.11,0.149,0.741,0.518,0.211,0.346,0.149,0.026,0.197,0.465,0.535
Seq_3747,0.162,0.152,0.686,0.152,0.516,0.429,0.047,0.084,0.152,0.162,0.686,0.492,0.228,0.351,0.089,0.045,0.23,0.505,0.495
Seq_3748,0.117,0.109,0.774,0.217,0.519,0.459,0.035,0.073,0.109,0.117,0.774,0.519,0.19,0.337,0.111,0.052,0.258,0.484,0.516
Seq_3749,0.119,0.124,0.756,0.204,0.527,0.483,0.05,0.065,0.124,0.119,0.756,0.527,0.194,0.373,0.134,0.015,0.249,0.527,0.473
Seq_3750,0.171,0.121,0.708,0.235,0.425,0.362,0.032,0.117,0.121,0.171,0.708,0.448,0.251,0.302,0.095,0.041,0.216,0.448,0.552
Seq_3751,0.096,0.122,0.782,0.237,0.487,0.429,0.032,0.096,0.122,0.096,0.782,0.494,0.186,0.391,0.141,0.006,0.173,0.474,0.526
Seq_3752,0.189,0.167,0.644,0.183,0.442,0.358,0.027,0.127,0.167,0.189,0.644,0.439,0.235,0.337,0.102,0.013,0.146,0.348,0.652
Seq_3753,0.131,0.146,0.723,0.172,0.517,0.445,0.048,0.076,0.146,0.131,0.723,0.496,0.212,0.362,0.098,0.033,0.203,0.461,0.539
Seq_3754,0.122,0.114,0.764,0.182,0.527,0.45,0.051,0.091,0.114,0.122,0.764,0.505,0.227,0.325,0.097,0.031,0.244,0.558,0.442
Seq_3755,0.089,0.072,0.839,0.252,0.493,0.394,0.049,0.101,0.072,0.089,0.839,0.538,0.231,0.371,0.196,0.037,0.243,0.612,0.388
Seq_3756,0.149,0.163,0.688,0.173,0.466,0.404,0.024,0.082,0.163,0.149,0.688,0.462,0.221,0.356,0.091,0.019,0.154,0.428,0.572
Seq_3757,0.109,0.172,0.719,0.195,0.475,0.407,0.027,0.1,0.172,0.109,0.719,0.516,0.186,0.321,0.095,0.036,0.113,0.394,0.606
Seq_3758,0.134,0.138,0.728,0.159,0.544,0.472,0.025,0.069,0.138,0.134,0.728,0.491,0.184,0.362,0.091,0.056,0.266,0.512,0.488
Seq_3759,0.142,0.142,0.716,0.179,0.483,0.405,0.024,0.088,0.142,0.142,0.716,0.497,0.22,0.321,0.091,0.047,0.189,0.47,0.53
Seq_3760,0.123,0.134,0.743,0.128,0.564,0.464,0.067,0.106,0.134,0.123,0.743,0.508,0.24,0.324,0.073,0.039,0.223,0.508,0.492
Seq_3761,0.081,0.087,0.832,0.273,0.464,0.363,0.054,0.146,0.087,0.081,0.832,0.468,0.23,0.377,0.17,0.018,0.234,0.595,0.405
Seq_3762,0.138,0.094,0.769,0.218,0.488,0.39,0.018,0.127,0.094,0.138,0.769,0.47,0.218,0.319,0.114,0.023,0.216,0.468,0.532
Seq_3763,0.125,0.114,0.761,0.224,0.493,0.44,0.038,0.047,0.114,0.125,0.761,0.516,0.207,0.373,0.14,0.035,0.213,0.499,0.501
Seq_3764,0.13,0.119,0.751,0.228,0.497,0.415,0.047,0.104,0.119,0.13,0.751,0.513,0.202,0.363,0.145,0.031,0.197,0.508,0.492
Seq_3765,0.13,0.161,0.709,0.126,0.565,0.487,0.061,0.083,0.161,0.13,0.709,0.543,0.209,0.326,0.065,0.013,0.239,0.504,0.496
Seq_3766,0.152,0.138,0.71,0.212,0.442,0.379,0.052,0.078,0.138,0.152,0.71,0.454,0.26,0.342,0.112,0.041,0.175,0.446,0.554
Seq_3767,0.135,0.128,0.737,0.238,0.441,0.355,0.051,0.137,0.128,0.135,0.737,0.452,0.244,0.358,0.129,0.028,0.195,0.505,0.495
Seq_3768,0.144,0.122,0.735,0.235,0.456,0.39,0.041,0.099,0.122,0.144,0.735,0.453,0.229,0.384,0.157,0.017,0.262,0.514,0.486
Seq_3769,0.109,0.114,0.778,0.195,0.536,0.469,0.06,0.074,0.114,0.109,0.778,0.498,0.216,0.367,0.122,0.031,0.276,0.581,0.419
Seq_3770,0.159,0.124,0.717,0.172,0.517,0.393,0.076,0.103,0.124,0.159,0.717,0.51,0.262,0.317,0.083,0.062,0.166,0.407,0.593
Seq_3771,0.142,0.136,0.723,0.173,0.488,0.428,0.055,0.095,0.136,0.142,0.723,0.491,0.257,0.28,0.072,0.038,0.162,0.448,0.552
Seq_3772,0.12,0.117,0.763,0.207,0.494,0.401,0.063,0.078,0.117,0.12,0.763,0.494,0.246,0.368,0.132,0.048,0.24,0.536,0.464
Seq_3773,0.169,0.153,0.678,0.19,0.465,0.375,0.023,0.083,0.153,0.169,0.678,0.479,0.215,0.347,0.12,0.046,0.204,0.428,0.572
Seq_3774,0.123,0.102,0.775,0.189,0.536,0.462,0.026,0.093,0.102,0.123,0.775,0.536,0.199,0.32,0.111,0.016,0.187,0.448,0.552
Seq_3775,0.134,0.118,0.749,0.186,0.521,0.455,0.052,0.068,0.118,0.134,0.749,0.516,0.228,0.359,0.118,0.029,0.246,0.537,0.463
Seq_3776,0.104,0.096,0.8,0.259,0.474,0.42,0.046,0.07,0.096,0.104,0.8,0.5,0.217,0.4,0.193,0.022,0.252,0.63,0.37
Seq_3777,0.093,0.108,0.799,0.195,0.554,0.484,0.05,0.082,0.108,0.093,0.799,0.522,0.192,0.362,0.111,0.026,0.277,0.574,0.426
Seq_3778,0.157,0.154,0.689,0.149,0.509,0.44,0.029,0.106,0.154,0.157,0.689,0.451,0.217,0.346,0.094,0.014,0.226,0.446,0.554
Seq_3779,0.155,0.178,0.667,0.155,0.484,0.418,0.023,0.047,0.178,0.155,0.667,0.493,0.207,0.352,0.103,0.047,0.178,0.423,0.577
Seq_3780,0.142,0.16,0.698,0.18,0.468,0.358,0.054,0.148,0.16,0.142,0.698,0.462,0.246,0.334,0.094,0.03,0.154,0.448,0.552
Seq_3781,0.11,0.114,0.776,0.175,0.562,0.481,0.042,0.071,0.114,0.11,0.776,0.558,0.192,0.341,0.13,0.042,0.279,0.581,0.419
Seq_3782,0.174,0.163,0.663,0.112,0.519,0.434,0.035,0.085,0.163,0.174,0.663,0.496,0.24,0.287,0.066,0.031,0.174,0.357,0.643
Seq_3783,0.132,0.113,0.755,0.172,0.558,0.448,0.06,0.119,0.113,0.132,0.755,0.517,0.216,0.323,0.085,0.041,0.245,0.467,0.533
Seq_3784,0.13,0.083,0.787,0.309,0.433,0.35,0.041,0.102,0.083,0.13,0.787,0.491,0.216,0.375,0.161,0.077,0.262,0.522,0.478
Seq_3785,0.111,0.114,0.776,0.236,0.479,0.37,0.043,0.145,0.114,0.111,0.776,0.477,0.215,0.348,0.135,0.028,0.186,0.474,0.526
Seq_3786,0.148,0.141,0.71,0.141,0.544,0.495,0.032,0.042,0.141,0.148,0.71,0.509,0.205,0.36,0.106,0.028,0.244,0.527,0.473
Seq_3787,0.123,0.107,0.77,0.179,0.556,0.472,0.036,0.095,0.107,0.123,0.77,0.516,0.194,0.325,0.079,0.036,0.294,0.52,0.48
Seq_3788,0.152,0.131,0.717,0.165,0.468,0.409,0.017,0.063,0.131,0.152,0.717,0.46,0.253,0.325,0.118,0.017,0.177,0.43,0.57
Seq_3789,0.112,0.123,0.765,0.223,0.496,0.392,0.056,0.105,0.123,0.112,0.765,0.499,0.214,0.354,0.127,0.055,0.218,0.496,0.504
Seq_3790,0.148,0.148,0.703,0.108,0.544,0.474,0.052,0.064,0.148,0.148,0.703,0.494,0.253,0.328,0.064,0.038,0.227,0.477,0.523
Seq_3791,0.135,0.124,0.741,0.164,0.543,0.468,0.034,0.098,0.124,0.135,0.741,0.5,0.204,0.328,0.083,0.034,0.253,0.497,0.503
Seq_3792,0.148,0.107,0.745,0.196,0.507,0.397,0.092,0.13,0.107,0.148,0.745,0.502,0.282,0.326,0.105,0.038,0.178,0.501,0.499
Seq_3793,0.139,0.128,0.733,0.156,0.552,0.487,0.075,0.07,0.128,0.139,0.733,0.524,0.24,0.334,0.095,0.028,0.203,0.499,0.501
Seq_3794,0.102,0.11,0.788,0.22,0.525,0.447,0.059,0.09,0.11,0.102,0.788,0.537,0.204,0.357,0.153,0.031,0.22,0.533,0.467
Seq_3795,0.098,0.098,0.803,0.228,0.531,0.457,0.059,0.087,0.098,0.098,0.803,0.539,0.201,0.354,0.154,0.035,0.236,0.543,0.457
Seq_3796,0.128,0.12,0.751,0.225,0.475,0.373,0.052,0.122,0.12,0.128,0.751,0.48,0.233,0.345,0.12,0.043,0.19,0.47,0.53
Seq_3797,0.1,0.072,0.829,0.412,0.344,0.297,0.046,0.077,0.072,0.1,0.829,0.462,0.219,0.462,0.336,0.032,0.295,0.623,0.377
Seq_3798,0.155,0.156,0.69,0.219,0.404,0.37,0.057,0.074,0.156,0.155,0.69,0.408,0.278,0.378,0.133,0.01,0.204,0.515,0.485
Seq_3799,0.097,0.119,0.784,0.206,0.506,0.468,0.042,0.061,0.119,0.097,0.784,0.49,0.21,0.365,0.103,0.016,0.213,0.497,0.503
Seq_3800,0.111,0.116,0.774,0.256,0.452,0.387,0.048,0.058,0.116,0.111,0.774,0.49,0.224,0.379,0.181,0.045,0.246,0.528,0.472
Seq_3801,0.174,0.155,0.671,0.186,0.447,0.37,0.019,0.081,0.155,0.174,0.671,0.441,0.23,0.351,0.106,0.047,0.196,0.407,0.593
Seq_3802,0.136,0.169,0.695,0.192,0.435,0.357,0.045,0.097,0.169,0.136,0.695,0.455,0.25,0.338,0.101,0.055,0.185,0.471,0.529
